Error results for RHC
---------------------------
7205.569,1788.245
7205.404,1788.295
7204.552,1786.959
7204.552,1786.959
7204.552,1786.959
7204.552,1786.959
7195.240,1784.822
7195.240,1784.822
7195.240,1784.822
6847.431,1690.784
6853.634,1691.896
6849.121,1691.228
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6847.431,1690.784
6853.391,1692.256
6847.431,1690.784
6851.132,1691.565
6847.431,1690.784
6764.649,1677.171
6764.649,1677.171
6761.772,1676.405
6761.772,1676.405
6763.316,1676.835
6761.696,1676.375
6768.801,1678.479
6761.696,1676.375
6761.696,1676.375
6756.406,1674.937
6756.456,1674.967
6756.406,1674.937
6756.406,1674.937
6755.578,1674.721
6755.580,1674.721
6755.578,1674.721
6755.578,1674.721
6755.578,1674.721
6755.602,1674.722
6770.896,1679.312
6754.116,1674.121
6748.153,1672.241
6461.510,1599.652
6461.510,1599.652
6461.510,1599.652
6459.446,1599.080
6459.446,1599.080
6457.037,1598.354
6457.037,1598.354
6457.037,1598.354
6457.125,1598.399
6288.287,1554.920
6288.287,1554.920
6288.807,1555.156
6287.041,1554.491
6287.041,1554.491
6287.041,1554.491
6287.041,1554.491
6287.041,1554.491
6285.641,1554.125
6604.464,1632.821
6288.841,1554.869
6285.641,1554.125
6286.479,1554.350
6285.641,1554.125
6285.641,1554.125
6285.641,1554.125
6285.641,1554.125
6285.641,1554.125
6285.641,1554.125
6284.530,1553.822
6284.530,1553.822
6429.363,1598.166
6285.314,1554.388
6284.530,1553.822
6284.530,1553.822
6284.530,1553.822
5323.880,1311.064
5323.880,1311.064
6046.772,1501.162
5323.880,1311.064
5326.829,1311.857
5324.101,1311.140
5323.880,1311.064
5326.703,1312.126
5323.880,1311.064
5294.676,1299.659
5294.669,1299.660
5294.669,1299.660
5294.669,1299.660
5294.669,1299.660
5294.700,1299.670
5292.133,1299.033
5292.133,1299.033
5292.144,1299.039
5292.133,1299.033
5290.773,1298.623
5290.773,1298.623
5290.768,1298.623
5290.768,1298.623
5292.012,1298.976
5290.768,1298.623
5290.768,1298.623
5290.768,1298.623
5290.468,1298.556
5290.468,1298.556
5290.468,1298.556
5300.658,1302.791
5024.349,1228.563
5024.349,1228.563
5024.349,1228.563
5024.349,1228.563
5024.349,1228.563
4343.494,1063.819
4343.497,1063.815
4337.033,1060.338
4336.753,1059.954
4330.184,1056.830
4330.184,1056.830
4330.183,1056.829
4330.183,1056.829
4330.185,1056.826
4052.541,990.433
4052.541,990.433
